"Date","04_AGG_IrrigDemand","04_AGG_IrrigSupply","04_AGG_IrrigShortage","04_AGG_IrrigSupDirectFlow","04_AGG_MunDemand","04_AGG_MunSupply","04_AGG_MunShortage","0400502_IrrigDemand","0400502_IrrigSupply","0400502_IrrigSupply_1","0400502_IrrigShortage","0400502_IrrigShortage_1","0400502_IrrigSupDirectFlow","0400502_IrrigSupDirectFlow_1","0400503_IrrigDemand","0400503_IrrigDemand_1","0400503_IrrigSupply","0400503_IrrigSupply_1","0400503_IrrigShortage","0400503_IrrigShortage_1","0400503_IrrigSupDirectFlow","0400503_IrrigSupDirectFlow_1","0400561_IrrigDemand","0400561_IrrigSupply","0400561_IrrigSupply_1","0400561_IrrigShortage","0400561_IrrigShortage_1","0400561_IrrigSupDirectFlow","0400561_IrrigSupDirectFlow_1","0400588_I_IrrigDemand","0400588_I_IrrigDemand_1","0400588_I_IrrigSupply","0400588_I_IrrigSupply_1","0400588_I_IrrigShortage","0400588_I_IrrigShortage_1","0400588_I_IrrigSupDirectFlow","0400588_I_IrrigSupDirectFlow_1","0400574_IrrigDemand","0400574_IrrigDemand_1","0400574_IrrigSupply","0400574_IrrigSupply_1","0400574_IrrigShortage","0400574_IrrigShortage_1","0400574_IrrigSupDirectFlow","0400574_IrrigSupDirectFlow_1","0400592_IrrigDemand","0400592_IrrigDemand_1","0400592_IrrigSupply","0400592_IrrigSupply_1","0400592_IrrigShortage","0400592_IrrigShortage_1","0400592_IrrigSupDirectFlow","0400592_IrrigSupDirectFlow_1","0400517_IrrigDemand","0400517_IrrigDemand_1","0400517_IrrigSupply","0400517_IrrigSupply_1","0400517_IrrigShortage","0400517_IrrigShortage_1","0400517_IrrigSupDirectFlow","0400517_IrrigSupDirectFlow_1","0400519_IrrigDemand","0400519_IrrigDemand_1","0400519_IrrigSupply","0400519_IrrigSupply_1","0400519_IrrigShortage","0400519_IrrigShortage_1","0400519_IrrigSupDirectFlow","0400519_IrrigSupDirectFlow_1","0400520_I_IrrigDemand","0400520_I_IrrigDemand_1","0400520_I_IrrigSupply","0400520_I_IrrigSupply_1","0400520_I_IrrigShortage","0400520_I_IrrigShortage_1","0400520_I_IrrigSupDirectFlow","0400520_I_IrrigSupDirectFlow_1","0400521_I_IrrigDemand","0400521_I_IrrigDemand_1","0400521_I_IrrigSupply","0400521_I_IrrigSupply_1","0400521_I_IrrigShortage","0400521_I_IrrigShortage_1","0400521_I_IrrigSupDirectFlow","0400521_I_IrrigSupDirectFlow_1","0400522_IrrigDemand","0400522_IrrigDemand_1","0400522_IrrigSupply","0400522_IrrigSupply_1","0400522_IrrigShortage","0400522_IrrigShortage_1","0400522_IrrigSupDirectFlow","0400522_IrrigSupDirectFlow_1","0400523_IrrigDemand","0400523_IrrigDemand_1","0400523_IrrigSupply","0400523_IrrigSupply_1","0400523_IrrigShortage","0400523_IrrigShortage_1","0400523_IrrigSupDirectFlow","0400523_IrrigSupDirectFlow_1","0400524_I_IrrigDemand","0400524_I_IrrigDemand_1","0400524_I_IrrigSupply","0400524_I_IrrigSupply_1","0400524_I_IrrigShortage","0400524_I_IrrigShortage_1","0400524_I_IrrigSupDirectFlow","0400524_I_IrrigSupDirectFlow_1","0400596_IrrigDemand","0400596_IrrigDemand_1","0400596_IrrigSupply","0400596_IrrigSupply_1","0400596_IrrigShortage","0400596_IrrigShortage_1","0400596_IrrigSupDirectFlow","0400596_IrrigSupDirectFlow_1","0400578_IrrigDemand","0400578_IrrigDemand_1","0400578_IrrigSupply","0400578_IrrigSupply_1","0400578_IrrigShortage","0400578_IrrigShortage_1","0400578_IrrigSupDirectFlow","0400578_IrrigSupDirectFlow_1","0400530_I_IrrigDemand","0400530_I_IrrigDemand_1","0400530_I_IrrigSupply","0400530_I_IrrigSupply_1","0400530_I_IrrigShortage","0400530_I_IrrigShortage_1","0400530_I_IrrigSupDirectFlow","0400530_I_IrrigSupDirectFlow_1","0400532_I_IrrigDemand","0400532_I_IrrigDemand_1","0400532_I_IrrigSupply","0400532_I_IrrigSupply_1","0400532_I_IrrigShortage","0400532_I_IrrigShortage_1","0400532_I_IrrigSupDirectFlow","0400532_I_IrrigSupDirectFlow_1","0400534_IrrigDemand","0400534_IrrigDemand_1","0400534_IrrigSupply","0400534_IrrigSupply_1","0400534_IrrigShortage","0400534_IrrigShortage_1","0400534_IrrigSupDirectFlow","0400534_IrrigSupDirectFlow_1","0400599_IrrigDemand","0400599_IrrigDemand_1","0400599_IrrigSupply","0400599_IrrigSupply_1","0400599_IrrigShortage","0400599_IrrigShortage_1","0400599_IrrigSupDirectFlow","0400599_IrrigSupDirectFlow_1","0400600_IrrigDemand","0400600_IrrigDemand_1","0400600_IrrigSupply","0400600_IrrigSupply_1","0400600_IrrigShortage","0400600_IrrigShortage_1","0400600_IrrigSupDirectFlow","0400600_IrrigSupDirectFlow_1","0400580_IrrigDemand","0400580_IrrigDemand_1","0400580_IrrigSupply","0400580_IrrigSupply_1","0400580_IrrigShortage","0400580_IrrigShortage_1","0400580_IrrigSupDirectFlow","0400580_IrrigSupDirectFlow_1","0400541_IrrigDemand","0400541_IrrigDemand_1","0400541_IrrigSupply","0400541_IrrigSupply_1","0400541_IrrigShortage","0400541_IrrigShortage_1","0400541_IrrigSupDirectFlow","0400541_IrrigSupDirectFlow_1","0400601_IrrigDemand","0400601_IrrigDemand_1","0400601_IrrigSupply","0400601_IrrigSupply_1","0400601_IrrigShortage","0400601_IrrigShortage_1","0400601_IrrigSupDirectFlow","0400601_IrrigSupDirectFlow_1","0400543_I_IrrigDemand","0400543_I_IrrigDemand_1","0400543_I_IrrigSupply","0400543_I_IrrigSupply_1","0400543_I_IrrigShortage","0400543_I_IrrigShortage_1","0400543_I_IrrigSupDirectFlow","0400543_I_IrrigSupDirectFlow_1","0400692_I_IrrigDemand","0400692_I_IrrigDemand_1","0400692_I_IrrigSupply","0400692_I_IrrigSupply_1","0400692_I_IrrigShortage","0400692_I_IrrigShortage_1","0400692_I_IrrigSupDirectFlow","0400692_I_IrrigSupDirectFlow_1","0400602_IrrigDemand","0400602_IrrigDemand_1","0400602_IrrigSupply","0400602_IrrigSupply_1","0400602_IrrigShortage","0400602_IrrigShortage_1","0400602_IrrigSupDirectFlow","0400602_IrrigSupDirectFlow_1","0400582_IrrigDemand","0400582_IrrigDemand_1","0400582_IrrigSupply","0400582_IrrigSupply_1","0400582_IrrigShortage","0400582_IrrigShortage_1","0400582_IrrigSupDirectFlow","0400582_IrrigSupDirectFlow_1","0400583_IrrigDemand","0400583_IrrigDemand_1","0400583_IrrigSupply","0400583_IrrigSupply_1","0400583_IrrigShortage","0400583_IrrigShortage_1","0400583_IrrigSupDirectFlow","0400583_IrrigSupDirectFlow_1","0400603_IrrigDemand","0400603_IrrigDemand_1","0400603_IrrigSupply","0400603_IrrigSupply_1","0400603_IrrigShortage","0400603_IrrigShortage_1","0400603_IrrigSupDirectFlow","0400603_IrrigSupDirectFlow_1","0400518_I_MunDemand","0400518_I_MunDemand_1","0400518_I_MunSupply","0400518_I_MunSupply_1","0400518_I_MunShortage","0400518_I_MunShortage_1","0400518_O_MunDemand","0400518_O_MunDemand_1","0400518_O_MunSupply","0400518_O_MunSupply_1","0400518_O_MunShortage","0400518_O_MunShortage_1","04_Lovelnd_I_MunDemand","04_Lovelnd_I_MunDemand_1","04_Lovelnd_I_MunSupply","04_Lovelnd_I_MunSupply_1","04_Lovelnd_I_MunShortage","04_Lovelnd_I_MunShortage_1","04_Lovelnd_O_MunDemand","04_Lovelnd_O_MunDemand_1","04_Lovelnd_O_MunSupply","04_Lovelnd_O_MunSupply_1","04_Lovelnd_O_MunShortage","04_Lovelnd_O_MunShortage_1","04_AMP001_I_MunDemand","04_AMP001_I_MunDemand_1","04_AMP001_I_MunSupply","04_AMP001_I_MunShortage","04_AMP001_I_MunShortage_1","04_AMP001_O_MunDemand","04_AMP001_O_MunDemand_1","04_AMP001_O_MunSupply","04_AMP001_O_MunSupply_1","04_AMP001_O_MunShortage","04_AMP001_O_MunShortage_1","04_ASI_EL_MunDemand","04_ASI_EL_MunSupply","04_ASI_EL_MunSupply_1","04_ASI_EL_MunShortage","04_ASI_EL_MunShortage_1","04_ASI_TH_MunDemand","04_ASI_TH_MunDemand_1","04_ASI_TH_MunSupply","04_ASI_TH_MunSupply_1","04_ASI_TH_MunShortage","04_ASI_TH_MunShortage_1"
"1970-10",11159.9999,12767.7059,0,3980.0001,10330.7436,9244.5999,0,134,155.4702,155.4702,0,0,134,134,58,58,64.812,64.812,0,0,58,58,7,7,7,0,0,7,7,261,0,269.9226,269.9226,0,0,0,0,2,2,2,2,0,0,2,2,15,15,17.25,17.25,0,0,15,15,9,23,25.822,25.822,0,0,23,23,138,138,138.1524,138.1524,0,0,138,138,53,53,53.2,53.2,0,0,0,0,187,187,187,187,0,0,0,0,22,22,25.2298,25.2298,0,0,22,22,271,271,331.5956,331.5956,0,0,252,252,195,195,224.7449,224.7449,0,0,0,0,12,12,12,12,0,0,12,12,3,3,3.254,3.254,0,0,3,3,267,267,267,267,0,0,0,0,722,722,758.7759,758.7759,0,0,0,0,3,3,3.542,3.542,0,0,3,3,8,8,9.4,9.4,0,0,8,8,2,2,2,2,0,0,2,2,23,23,23.3717,23.3717,0,0,23,23,2,2,2.1,2.1,0,0,2,2,8,8,9.4,42.3667,0,0,0,0,193,193,193.2,193.2,0,0,0,0,98,98,98.2,98.2,0,0,0,0,208,208,208,208,0,0,208,208,10,10,10,10,0,0,10,10,23,23,23,23,0,0,23,23,50,50,50,50,0,0,50,50,6.4118,62.05,62.05,62.05,0,0,67.58,67.58,67.58,67.58,0,0,522.3199,522.3199,522.3199,522.3199,0,0,568.87,568.87,568.87,568.87,0,0,606.58,606.58,606.58,0,0,660.33,660.33,660.33,660.33,0,0,7.87,7.87,7.87,0,0,118.84,118.84,118.84,118.84,0,0
"1970-11",23022.9677,22872,193.5484,0,5424.6569,4057.4801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5718,5718,5718,5718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5806,0,0,0,0,0,0,0,62.9032,0,0,0,96.7742,0,0,0,0,0,0,0,0,0,0,60.0484,62.05,62.05,62.05,0,0,86.88,0,0,0,0,0,522.32,522.32,522.32,522.32,0,0,0,0,0,0,0,0,606.58,606.58,606.58,0,0,0,0,0,0,0,0,7.87,7.87,7.87,0,0,118.84,118.84,118.84,118.84,0,0
"1970-12",0,374.696,0,0,3944.1333,7830.7999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.205,6.4118,62.05,62.05,0,0,0,0,0,0,0,0,522.3199,522.3199,522.3199,522.3199,0,0,0,0,0,0,0,0,62.6799,606.58,606.58,0,0,0,0,1886.66,0,0,0,7.87,7.87,7.87,0,0,118.84,118.84,118.84,118.84,0,0
"1971-01",218.2,282.896,0,0,5254.8998,4041.7398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,53,53,53,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.05,62.05,62.05,62.05,0,0,0,0,0,0,0,0,522.3199,522.3199,522.3199,522.3199,0,0,0,0,0,0,0,0,606.58,606.58,606.58,0,0,0,0,0,0,0,0,7.87,7.87,0,0,0,118.84,118.84,118.84,118.84,0,0
"1971-02",54.1333,0,0,0,5195.4998,3997.0306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.0667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.05,62.05,62.05,62.05,0,0,0,0,0,0,0,0,522.32,522.32,522.32,522.32,0,0,0,0,0,0,0,0,606.58,606.58,606.58,0,0,0,0,0,0,0,0,7.87,7.87,7.3453,0,0,103.99,103.99,103.99,103.99,0,0
"1971-03",26,0,0,0,5024.3698,3938.6398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.205,62.05,62.05,62.05,0,0,0,0,0,0,0,0,522.3199,522.3199,522.3199,522.3199,0,0,0,0,0,0,0,0,606.58,606.58,606.58,0,0,0,0,0,0,0,0,7.87,7.87,7.87,0,0,89.13,89.13,89.13,89.13,0,0
"1971-04",7019.9998,8957.8529,0,2724,11924.0602,10726.6402,0,149,155.4872,155.4872,0,0,149,149,31,31,33.934,33.934,0,0,31,31,5,5,5,0,0,5,5,105,105,111.3329,111.3329,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5.75,5.75,0,0,5,5,35,35,35,35,0,0,35,35,92,92,92.1016,92.1016,0,0,92,92,23,23,23,23,0,0,0,0,12,12,12,12,0,0,0,0,9,9,15.3795,15.3795,0,0,5,5,233,233,233,233,0,0,218,218,8,8,397.2,397.2,0,0,0,0,5,5,5,5,0,0,5,5,2,2,2,2,0,0,2,2,169,169,169,169,0,0,0,0,714.9999,714.9999,715,715,0,0,0,0,2,2,2.028,2.028,0,0,2,2,7,7,7.85,7.85,0,0,7,7,0,0,0,0,0,0,0,0,12,12,12,0,0,0,12,12,3,3,3,3,0,0,3,3,4,4,4.2,4.2,0,0,4,4,82,82,82,82,0,0,0,0,18,18,18.2,18.2,0,0,0,0,71,71,71,71,0,0,71,71,4,4,4,4,0,0,4,4,13,13,13,13,0,0,13,13,18,18,18,18,0,0,18,18,62.05,62.05,62.05,62.05,0,0,86.88,86.88,86.88,86.88,0,0,522.32,522.32,522.32,522.32,0,0,731.41,731.41,731.41,731.41,0,0,606.58,606.58,606.58,0,0,849.0001,849.0001,849.0001,849.0001,0,0,7.87,7.87,7.87,0,0,118.84,118.84,118.84,118.84,0,0
"1971-05",55438.0002,69439.0719,277.0868,28007.7927,16429.6204,15232.2003,1e-04,1058,1058,1058,0,0,1058,1058,340,340,340,340,0,0,340,340,200,0,196.1483,3.8517,3.8517,196.1483,196.1483,986,986,990.2961,990.2961,0,0,0,0,10,10,10,10,0,0,10,10,45,45,45,45,0,0,45,45,500.0001,500.0001,500.0001,500.0001,0,0,500.0001,500.0001,818,818,822.3217,822.3217,0,0,818,818,163,163,163,163,0,0,0,0,74,74,74,74,0,0,0,0,214,214,214,214,0,0,214,214,2530,2530,2530.0315,2530.0315,0,0,2530,2530,186,186,3094.1616,3094.1616,0,0,0,0,88,88,90.3491,90.3491,0,0,88,88,38,38,33.0667,38,0,0,38,38,1022,1022,1022,1022,0,0,0,0,4418,4418,4418.0005,4418.0005,0,0,0,0,13,13,13,13,0,0,13,13,100,100,109,109,0,0,100,100,63,63,63,63,0,0,63,63,100,100,100,100,0,0,100,100,10,10,10,10,0,0,10,10,89,89,89,89,0,0,89,89,483,483,483,483,0,0,0,0,180,180,180,180,0,0,0,0,515,515,515,515,0,0,515,515,48,48,48,48,0,0,48,11.5996,0,95,95,95,0,130.84,95,95,150,150,150,150,0,0,150,150,62.05,62.05,62.05,62.05,0,0,144.81,144.81,144.81,144.81,0,0,522.3199,522.3199,522.3199,522.3199,0,0,1219.01,1219.01,1219.01,1219.01,0,0,606.58,606.58,606.58,0,0,1415.0001,1415.0001,1415.0001,1415.0001,0,0,7.87,7.87,7.87,0,0,133.7,133.7,133.7,133.7,0,0
"1971-06",170254.0025,179674.972,93.0388,56950.961,19453.0598,18255.6398,0,2293,2293,2293,0,0,2293,2293,1156,1156,1156,1156,0,0,1156,1156,176,176,176,0,0,176,176,2336,2336,2336,2336,0,0,0,0,16,16,16,16,0,0,16,16,85,85,85.75,85.75,0,0,85,85,960,960,960,960,0,0,960,960,1661,1661,1665.093,1665.093,0,0,1660.9999,1660.9999,314,314,314,314,0,0,0,0,3833,3833,3833,3833,0,0,0,0,635.0001,635.0001,635.0001,635.0001,0,0,635.0001,635.0001,4660.0005,4660.0005,5008.5474,5008.5474,0,0,4638,4638,8727,8727,9124.2109,9124.2109,0,0,0,0,172,172,172.6231,172.6231,0,0,172,172,54,54,0,54,0,0,54,54,2423,2423,2423,2423,0,0,0,0,10527,10527,10945.1563,10945.1563,0,0,0,0,26,26,26,26,0,0,26,26,233,233,233.15,233.15,0,0,233,233,242,242,242,242,0,0,242,242,184,184,184,184,0,0,184,184,22,22,22,22,0,0,22,22,233,233,233,233,0,0,233,233,950,950,950,950,0,0,0,0,405,405,405,405,0,0,0,0,920.0001,920.0001,896.7403,896.7403,23.2597,23.2597,896.7403,896.7403,103,103,103,103,0,0,103,103,195,195,195,195,0,0,195,195,257,257,258.472,258.472,0,0,257,257,62.05,62.05,62.05,62.05,0,0,183.42,183.42,183.42,183.42,0,0,522.32,522.32,522.32,522.32,0,0,1544.08,1544.08,1544.08,1544.08,0,0,606.58,606.58,606.58,0,0,1792.33,1792.33,1792.33,1792.33,0,0,7.87,7.87,7.87,0,0,148.55,148.55,148.55,148.55,0,0
"1971-07",171780.2082,181319.9026,5e-04,49646.6563,20194.0999,18996.6799,0,1877,1877.0001,1877.0001,0,0,1877,1877,0,1220,1220,1220,0,0,1220,1220,80,87.2,87.2,0,0,80,80,2810,2810,2810,2810,1e-04,1e-04,0,0,3.1,10,10,10,0,0,10,10,76,76,76,76,0,0,76,76,969,969,969,969,0,0,969,969,1407,816,1409.9799,1409.9799,0,0,1407,1407,250,250,250,250,0,0,0,0,4418.0005,4418.0005,4418.0005,4418.0005,0,0,0,0,672,672,672,672,0,0,672,672,4447.0005,4447.0005,4504.9575,4504.9575,0,0,4389.6641,4389.6641,9470,9470,9474.7051,9474.7051,0,0,0,0,161,161,161.4853,161.4853,0,0,161,161,35,35,35,35,0,0,35,35,1919,1919,1919,1919,0,0,0,0,12064.001,12064.001,12474.666,12474.666,0,0,0,0,33,33,33,33,0,0,33,33,157,157,157.4313,157.4313,0,0,0,0,215,215,215,215,0,0,215,215,129,129,129,129,0,0,129,129,18,18,18,18,0,0,18,18,177,177,180.35,180.35,0,0,0,0,770.0001,770.0001,770.0001,770.0001,0,0,0,0,330,330,330,330,0,0,0,0,742,742,741.9999,741.9999,1e-04,1e-04,741.9999,741.9999,57,57,57,57,0,0,57,57,130,127,130,130,0,0,130,130,191,191,199.2,199.2,0,0,191,191,62.05,62.05,62.05,62.05,0,0,193.08,193.08,193.08,193.08,0,0,522.3199,522.3199,522.3199,522.3199,0,0,1625.35,1625.35,1625.35,1625.35,0,0,606.58,606.58,606.58,0,0,1886.66,1886.66,1886.66,1886.66,0,0,7.87,7.87,7.87,0,0,148.55,148.55,148.55,148.55,0,0
